kepoi_name,koi_disposition,target,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad
K00841.04,FALSE POSITIVE,0,269.306232,14.931,1708.0,24.0,235.0,0.72,1.219,18.1,5251.0,4.581,0.817
K00841.05,FALSE POSITIVE,0,499.47338,12.248,1662.0,3.71,191.0,0.31,0.793,15.7,5251.0,4.581,0.817
K00842.01,CONFIRMED,2,12.71809866,3.0957,1149.4,2.31,562.0,23.6,0.427,52.7,4702.0,4.592,0.686
K00906.03,CONFIRMED,2,4.14810719,2.535,175.2,1.08,938.0,182.76,0.093,12.9,5029.0,4.494,0.838
K00907.01,CONFIRMED,2,16.51410989,4.1575,973.5,2.72,655.0,43.57,0.395,55.9,5527.0,4.488,0.866
K00126.02,CANDIDATE,1,0.875197345,0.052,0.0,0.73,2518.0,9497.39,1.004,0.0,5855.0,3.999,1.796
K00907.02,CONFIRMED,2,30.1329298,5.172,1015.8,3.14,536.0,19.55,0.839,44.8,5527.0,4.488,0.866
K00907.03,CONFIRMED,2,4.79090809,2.603,251.3,1.36,990.0,227.24,0.11,21.2,5527.0,4.488,0.866
K00907.04,CONFIRMED,2,99.6415962,4.448,952.5,2.64,360.0,3.97,0.028,22.7,5527.0,4.488,0.866
K00908.01,CONFIRMED,2,4.708326451,3.16114,7912.7,10.6,1162.0,431.02,0.061,633.4,5560.0,4.246,1.21
K00975.01,CONFIRMED,2,2.785821236,3.5599,68.9,1.69,1784.0,2388.98,0.893,53.6,6202.0,4.026,1.733
K00976.01,FALSE POSITIVE,0,52.56901867,6.7507,26900.0,78.54,737.0,69.62,1.197,184.3,7240.0,4.178,1.717
K00977.01,CANDIDATE,1,1.353771892,7.012,1349.1,430.99,4903.0,136609.48,1.203,76.7,4283.0,2.012,15.76
K00978.01,FALSE POSITIVE,0,18.95491633,24.249,867.5,71.39,1139.0,397.48,1.228,249.3,6362.0,3.761,2.534
K00136.01,FALSE POSITIVE,0,15.663886949,2.4775,5144.4,27.36,1060.0,298.77,0.985,175.9,5996.0,3.901,2.221
K00979.01,FALSE POSITIVE,0,4.348866254,3.2797,625.6,2436.69,6421.0,401588.95,1.187,56.3,3598.0,0.65,101.451
K00980.01,FALSE POSITIVE,0,47.93094546,2.6897,2144.4,68.02,905.0,158.41,1.272,221.1,8214.0,4.104,1.938
K00150.01,CONFIRMED,2,8.408878137,3.4967,798.9,2.28,809.0,101.22,0.018,147.2,5551.0,4.508,0.812
K01136.01,FALSE POSITIVE,0,1.63484631,6.11,449.2,2.47,938.0,183.39,0.583,27.5,5761.0,4.438,0.997
K01137.01,FALSE POSITIVE,0,302.38867822,3.1229,41320.0,40.73,238.0,0.76,1.134,294.8,5328.0,4.499,0.857
K01138.01,FALSE POSITIVE,0,31.82814583,2.917,4456.8,35.8,564.0,23.97,1.276,78.7,5908.0,4.507,0.92
K01139.01,FALSE POSITIVE,0,3.629442796,5.63,426.6,3.28,1434.0,1001.35,0.97,76.4,6506.0,4.336,1.217
K01140.01,CANDIDATE,1,0.553261874,0.8875,1038.1,97.36,3689.0,43709.08,1.246,202.2,5679.0,3.565,3.142
K01141.01,CONFIRMED,2,5.72812616,2.0295,643.4,1.38,569.0,24.74,0.22,20.8,3968.0,4.714,0.548
K01225.01,FALSE POSITIVE,0,1.714274727,2.06728,28460.1,25.0,827.0,110.02,1.182,987.2,3874.0,4.715,0.535
K01226.01,FALSE POSITIVE,0,137.75960504,9.1713,83298.0,49.52,396.0,5.81,0.776,885.9,5323.0,4.085,1.452
K01227.01,FALSE POSITIVE,0,2.155278342,2.1064,20739.0,16.89,1272.0,620.67,0.926,142.7,5665.0,4.568,0.82
K01228.01,FALSE POSITIVE,0,3.661326482,2.5714,17846.0,12.07,1023.0,258.6,0.812,424.6,5319.0,4.501,0.798
K01230.01,CANDIDATE,1,165.739861,24.9393,7343.4,57.54,692.0,54.1,0.263,527.8,5019.0,2.99,6.836
K01231.01,FALSE POSITIVE,0,22.34293693,7.0813,2691.1,2.92,399.0,6.01,0.001,35.3,4260.0,4.663,0.58
K00767.01,CONFIRMED,2,2.816504904,2.50587,16813.7,12.21,1219.0,521.13,0.105,1406.8,5532.0,4.452,0.955
K00768.01,FALSE POSITIVE,0,33.93373447,14.561,8503.7,7.34,430.0,8.11,0.812,236.1,5040.0,4.628,0.705
K00769.01,CONFIRMED,2,4.280963604,2.875,750.8,2.3,1012.0,247.87,0.424,61.8,5644.0,4.564,0.831
K00770.01,FALSE POSITIVE,0,1.50635409,1.5155,2211.7,4.53,1452.0,1054.12,0.86,181.1,5714.0,4.563,0.831
K00771.01,FALSE POSITIVE,0,670.645531,53.412,18090.6,14.14,196.0,0.35,0.701,642.7,5520.0,4.466,0.983
K00772.01,FALSE POSITIVE,0,61.2563628,7.633,5123.3,39.87,505.0,15.43,1.248,85.3,6144.0,4.402,1.091
K00842.02,CONFIRMED,2,36.06588163,4.3246,1563.8,2.64,397.0,5.88,0.26,51.7,4702.0,4.592,0.686
K00843.01,CONFIRMED,2,4.190425659,2.8589,2877.4,6.21,1234.0,547.9,0.458,240.6,6073.0,4.392,1.135
K00844.01,CONFIRMED,2,3.709870784,3.0694,2020.3,4.35,1151.0,415.1,0.023,116.1,5727.0,4.463,0.978
K00845.01,CONFIRMED,2,16.3297527,6.271,1187.5,3.75,727.0,66.08,0.791,74.6,5878.0,4.444,0.987
K00846.01,CONFIRMED,2,27.807566216,4.21587,25391.1,13.84,554.0,22.24,0.782,748.1,5862.0,4.584,0.785
K00847.01,CONFIRMED,2,80.8723469,11.195,3604.6,7.59,452.0,9.88,0.527,160.9,5510.0,4.222,1.238
K00909.01,FALSE POSITIVE,0,16.37198661,3.8449,4147.6,540.37,438.0,8.71,9.303,54.5,4187.0,4.656,0.592
K00910.01,CONFIRMED,2,5.392026903,2.9804,1151.4,2.68,850.0,123.33,0.314,77.4,5198.0,4.589,0.801
K00911.01,CONFIRMED,2,4.093578461,2.5833,538.6,2.85,1182.0,461.07,0.93,36.4,6077.0,4.471,0.999
K00911.02,CONFIRMED,2,105.145959,8.593,685.4,3.43,401.0,6.09,0.964,15.4,6077.0,4.471,0.999
K00912.01,CONFIRMED,2,10.8484518,2.9993,1675.6,2.34,499.0,14.66,0.21,64.5,4201.0,4.682,0.591
K00912.02,CONFIRMED,2,6.66833241,1.915,362.3,1.18,587.0,28.06,0.644,14.2,4201.0,4.682,0.591
K00127.01,CONFIRMED,2,3.578780566,2.91089,11382.2,10.43,1145.0,406.6,0.079,1838.4,5524.0,4.421,0.994
K00982.01,FALSE POSITIVE,0,1.592633181,5.5605,633.1,1.56,1053.0,290.51,0.003,66.9,4506.0,4.626,0.651
K00983.02,FALSE POSITIVE,0,5.177577252,2.4777,1325.4,73.82,1671.0,1846.9,1.341,23.6,7429.0,4.143,1.796
K00984.01,CONFIRMED,2,4.28746668,1.5693,790.1,2.29,942.0,186.31,0.374,19.4,5296.0,4.576,0.815
K00985.01,FALSE POSITIVE,0,2.002779769,2.231,260.5,1.42,1311.0,696.4,0.242,22.2,5346.0,4.44,0.892
K00986.01,CONFIRMED,2,8.18739443,3.0472,517.6,1.92,782.0,88.36,0.377,38.4,5251.0,4.494,0.849
K00986.02,CONFIRMED,2,76.0498163,7.158,445.9,1.75,372.0,4.53,0.015,17.4,5251.0,4.494,0.849
K00987.01,CONFIRMED,2,3.179267286,1.0246,200.9,1.21,1101.0,347.01,0.171,41.0,5511.0,4.554,0.857
K01142.01,CONFIRMED,2,3.75574267,2.2911,417.4,1.58,977.0,215.46,0.127,27.9,5311.0,4.588,0.788
K01143.01,FALSE POSITIVE,0,7.44042933,2.991,547.3,2.74,883.0,144.12,0.968,34.0,5815.0,4.54,0.877
K01144.01,FALSE POSITIVE,0,2.44199803,2.759,251.7,1.44,1282.0,638.05,0.856,27.2,5970.0,4.564,0.796
K01145.01,CANDIDATE,1,30.5872153,5.3698,464.8,2.32,621.0,35.08,0.013,33.1,5944.0,4.38,1.082
K00150.02,CONFIRMED,2,28.5742692,4.9427,824.9,2.32,538.0,19.83,0.068,97.1,5551.0,4.508,0.812
K01146.01,CONFIRMED,2,7.09712124,2.1059,369.5,0.74,425.0,7.73,0.05,18.3,3569.0,4.861,0.389
K01147.01,FALSE POSITIVE,0,2.6827683,2.957,79.8,1.19,1551.0,1366.57,0.769,26.7,6180.0,4.262,1.223
K01231.02,FALSE POSITIVE,0,10.42360821,5.404,878.3,1.67,515.0,16.64,0.001,18.7,4260.0,4.663,0.58
K01232.01,FALSE POSITIVE,0,119.40817159,9.3537,18563.3,16.26,328.0,2.72,0.915,508.4,5316.0,4.477,0.872
K01232.02,FALSE POSITIVE,0,419.97507836,12.1687,275.1,1.53,215.0,0.51,0.68,5.9,5316.0,4.477,0.872
K01233.01,FALSE POSITIVE,0,1.171536413,1.5878,1132.7,7.12,2387.0,7673.2,0.973,67.0,7021.0,4.275,1.485
K00156.02,CONFIRMED,2,5.188563677,2.3683,358.7,1.0,586.0,27.95,0.179,56.4,3980.0,4.722,0.54
K01234.01,FALSE POSITIVE,0,0.973547911,2.2858,435.7,11.52,1814.0,2556.6,1.097,38.7,6084.0,4.542,0.863
K01235.01,FALSE POSITIVE,0,3.053563251,3.2551,508.4,21.79,1171.0,444.16,1.208,50.4,5764.0,4.548,0.863
K00116.02,CONFIRMED,2,43.84439721,6.802,615.2,2.87,531.0,18.77,0.852,83.7,5854.0,4.406,1.012
K00773.01,CONFIRMED,2,38.3775486,5.588,724.2,2.82,529.0,18.53,0.468,34.7,5481.0,4.369,1.036
K00774.01,FALSE POSITIVE,0,7.442652004,2.3078,24446.2,15.03,967.0,206.78,0.137,835.6,6108.0,4.469,0.956
K00775.01,CONFIRMED,2,16.38489988,3.0249,1127.1,2.0,433.0,8.35,0.001,28.9,4126.0,4.661,0.615
K00775.02,CONFIRMED,2,7.8774163,2.0805,1306.1,2.16,553.0,22.18,0.041,38.7,4126.0,4.661,0.615
K00775.03,CONFIRMED,2,36.4454001,4.007,1122.3,1.99,332.0,2.88,0.028,21.7,4126.0,4.661,0.615
K00776.01,CONFIRMED,2,3.728732147,2.683,5226.5,6.02,1023.0,258.34,0.558,345.2,5497.0,4.577,0.809
K00120.01,CANDIDATE,1,20.5452375,2.517,218.5,2.41,742.0,71.57,0.95,18.5,5670.0,4.206,1.264
K00848.01,FALSE POSITIVE,0,3.166465862,2.9381,4357.2,26.82,954.0,196.31,1.266,122.1,4968.0,4.575,0.704
K00849.01,CONFIRMED,2,10.35533116,3.1775,750.6,2.47,777.0,86.22,0.029,49.2,5501.0,4.462,0.918
K00850.01,CONFIRMED,2,10.526294577,2.5211,9768.0,8.24,713.0,61.16,0.644,482.3,5386.0,4.553,0.793
K00851.01,CONFIRMED,2,4.583520948,2.7055,3812.1,5.39,1038.0,274.98,0.045,99.5,5815.0,4.54,0.877
K00852.01,CONFIRMED,2,3.76181843,3.5176,510.6,2.66,1121.0,372.62,0.926,35.9,5653.0,4.472,0.949
K00853.01,CONFIRMED,2,8.20396958,2.9667,1024.4,3.01,742.0,71.5,0.823,54.4,5015.0,4.499,0.826
K00913.01,CONFIRMED,2,4.082274889,3.23015,17859.2,10.55,1016.0,251.48,0.093,1669.1,5655.0,4.581,0.794
K00914.01,CANDIDATE,1,3.886655224,3.1646,581.6,1.87,1010.0,246.29,0.649,48.1,5662.0,4.61,0.738
K00915.01,FALSE POSITIVE,0,37.601661282,8.30604,59130.1,27.22,606.0,31.86,0.408,1667.3,6140.0,4.354,1.096
K00916.01,CONFIRMED,2,3.314947362,1.8007,1398.2,3.94,1155.0,421.03,0.799,123.5,5609.0,4.481,0.944
K00917.01,FALSE POSITIVE,0,6.71969089,3.0231,969.7,4.37,952.0,194.18,0.985,45.4,5931.0,4.479,0.866
K00918.01,CONFIRMED,2,39.6431552,6.5292,15663.8,10.98,472.0,11.74,0.062,690.3,5231.0,4.455,0.9
K00988.01,CONFIRMED,2,10.38122447,2.715,801.5,2.18,672.0,48.37,0.319,41.9,5095.0,4.566,0.78
K00137.01,CONFIRMED,2,7.641567589,3.41018,2269.7,4.91,899.0,154.25,0.027,437.5,5356.0,4.338,1.055
K00988.02,CONFIRMED,2,24.5709023,3.587,764.2,2.82,505.0,15.33,0.945,26.3,5095.0,4.566,0.78
K00989.02,FALSE POSITIVE,0,0.817026268,2.0799,1145.5,2.92,1784.0,2386.13,0.01,121.1,5619.0,4.536,0.874
K00991.01,CONFIRMED,2,12.06222962,2.0584,300.2,1.62,750.0,74.8,0.392,32.4,5547.0,4.451,0.933
K00992.01,CONFIRMED,2,9.93146307,5.678,398.6,2.41,931.0,177.83,0.037,26.2,5782.0,4.28,1.22
K00992.02,CANDIDATE,1,4.57834367,3.987,140.7,1.44,1206.0,499.41,0.232,11.4,5782.0,4.28,1.22
K01070.01,CONFIRMED,2,6.61836309,3.6813,549.1,2.98,1066.0,304.65,0.043,31.5,5529.0,4.19,1.294
K01148.01,CONFIRMED,2,11.47609015,5.046,182.3,2.07,984.0,221.34,0.755,27.7,6071.0,4.202,1.41
K01148.02,CONFIRMED,2,25.2630467,6.22,125.5,1.71,756.0,77.24,0.743,14.3,6071.0,4.202,1.41
K01150.01,CONFIRMED,2,0.677374687,1.8361,76.7,0.9,2099.0,4572.56,0.132,38.7,5718.0,4.395,1.037
K01151.01,CONFIRMED,2,10.43547031,3.4167,210.2,1.22,759.0,78.35,0.174,36.7,5528.0,4.499,0.853
K01151.02,CONFIRMED,2,7.41084314,3.245,124.1,0.94,850.0,123.4,0.064,25.6,5528.0,4.499,0.853
K01151.03,CONFIRMED,2,5.24970432,2.746,61.9,0.67,954.0,195.3,0.248,13.9,5528.0,4.499,0.853
K01151.04,CANDIDATE,1,17.4532945,4.027,79.3,0.76,639.0,39.42,0.357,12.0,5528.0,4.499,0.853
K01236.01,CONFIRMED,2,35.7353616,8.491,778.8,5.47,774.0,84.66,0.878,58.4,6366.0,4.045,1.697
K01236.02,CONFIRMED,2,12.30971679,6.74,396.0,3.82,1104.0,350.46,0.847,45.9,6366.0,4.045,1.697
K01236.04,CONFIRMED,2,98.353149,24.708,423.0,4.13,552.0,21.96,0.906,30.5,6366.0,4.045,1.697
K01237.01,FALSE POSITIVE,0,14.32407216,4.6577,2053.9,38.86,782.0,88.38,1.292,58.0,6022.0,4.453,1.039
K01238.01,CONFIRMED,2,27.07237655,6.9592,514.2,2.18,605.0,31.58,0.015,44.0,5936.0,4.501,0.965
K01239.01,CANDIDATE,1,0.783276173,1.6735,264.7,1.98,2149.0,5056.88,0.041,46.9,5640.0,4.247,1.233
K01239.02,CANDIDATE,1,3.17405898,2.3156,282.2,2.09,1348.0,780.46,0.422,29.2,5640.0,4.247,1.233
K00777.01,CANDIDATE,1,40.4195037,3.362,6256.0,7.51,467.0,11.29,0.911,36.9,5446.0,4.507,0.781
K00778.01,CONFIRMED,2,2.243380573,1.1196,821.7,1.99,822.0,107.6,0.915,38.9,4149.0,4.698,0.564
K00779.01,FALSE POSITIVE,0,10.405998015,6.5036,14488.8,11.23,833.0,113.94,0.324,745.2,5746.0,4.393,0.924
K00780.01,CONFIRMED,2,2.337437946,1.9982,971.2,2.34,1070.0,311.16,0.28,82.4,5005.0,4.595,0.765
K00116.03,CONFIRMED,2,6.164876,3.262,55.8,0.79,1021.0,256.35,0.646,14.4,5854.0,4.406,1.012
K00780.02,CANDIDATE,1,7.2406612,0.558,556.4,19.45,734.0,68.63,1.198,13.7,5005.0,4.595,0.765
K00781.01,CONFIRMED,2,11.59822233,2.5237,2804.5,2.65,396.0,5.82,0.679,71.0,3688.0,4.79,0.473
K00853.02,CONFIRMED,2,14.49645186,4.016,647.5,3.01,613.0,33.48,0.97,25.7,5015.0,4.499,0.826
K00854.01,CONFIRMED,2,56.0560754,4.685,1626.0,1.94,233.0,0.69,0.018,27.4,3593.0,4.757,0.491
K00855.01,CONFIRMED,2,41.408316686,5.0264,22838.9,11.38,453.0,9.93,0.377,907.8,5522.0,4.586,0.747
K00856.01,CANDIDATE,1,39.74893077,7.3051,15178.9,14.21,552.0,21.87,0.881,561.1,6122.0,4.487,0.964
K00121.01,FALSE POSITIVE,0,8.8111022,5.0683,401.1,63.66,1399.0,904.92,1.223,76.8,6200.0,3.8,2.404
K00857.01,CONFIRMED,2,5.715425977,2.5242,908.1,2.47,850.0,123.03,0.348,59.4,5237.0,4.572,0.826
K00857.02,CONFIRMED,2,20.0261412,1.611,421.2,2.28,559.0,23.14,0.957,10.7,5237.0,4.572,0.826
K00919.01,FALSE POSITIVE,0,51.42598578,16.9422,66067.7,29.66,549.0,21.4,0.203,1843.8,6257.0,4.41,1.147
K00920.01,CONFIRMED,2,21.80451611,3.4097,1144.9,2.6,543.0,20.48,0.751,49.9,5481.0,4.629,0.708
K00921.01,CONFIRMED,2,10.28194593,3.4366,1110.7,2.53,680.0,50.6,0.168,55.0,5196.0,4.593,0.775
K00921.02,CONFIRMED,2,18.11993039,4.2309,1506.9,2.95,563.0,23.77,0.206,60.7,5196.0,4.593,0.775
K00128.01,CONFIRMED,2,4.942783419,3.25346,11144.7,10.62,1008.0,244.42,0.566,2040.7,5514.0,4.459,0.978
K00921.03,CONFIRMED,2,3.78402867,1.9012,426.1,1.7,949.0,191.78,0.691,25.6,5196.0,4.593,0.775
K00922.01,CONFIRMED,2,5.15448142,3.228,697.5,2.94,964.0,204.1,0.933,48.1,5431.0,4.457,0.884
K00993.01,CONFIRMED,2,21.85362905,3.439,355.6,1.75,618.0,34.57,0.676,23.0,5830.0,4.54,0.876
K00993.02,CONFIRMED,2,13.0607936,3.215,236.6,1.45,734.0,68.66,0.718,19.4,5830.0,4.54,0.876
K00993.03,FALSE POSITIVE,0,86.723653,4.852,241.0,1.43,391.0,5.5,0.662,9.4,5830.0,4.54,0.876
K00994.01,CANDIDATE,1,4.2989201,2.747,237.6,2.12,1046.0,283.62,0.972,20.0,5300.0,4.385,0.986
K00995.01,FALSE POSITIVE,0,25.9518461,14.581,1058.5,22.32,521.0,17.37,1.22,65.8,5372.0,4.584,0.796
K00137.02,CONFIRMED,2,14.85890852,3.5252,3269.0,5.94,720.0,63.52,0.255,456.8,5356.0,4.338,1.055
K00996.01,FALSE POSITIVE,0,25.9518536,14.755,2017.9,24.6,494.0,14.09,1.25,79.4,5198.0,4.604,0.742
K01070.02,CONFIRMED,2,107.7214092,8.042,1396.2,4.75,421.0,7.39,0.003,30.5,5529.0,4.19,1.294
K01071.01,FALSE POSITIVE,0,1.09206833,1.8596,219.2,1.29,1611.0,1588.89,0.469,45.5,5639.0,4.551,0.859
K00144.01,CONFIRMED,2,4.176254191,3.6716,1360.1,3.07,876.0,139.48,0.715,249.7,4957.0,4.594,0.776
K01072.01,CONFIRMED,2,10.12805158,3.517,477.4,1.95,767.0,81.77,0.753,38.0,5676.0,4.548,0.82
K01073.01,FALSE POSITIVE,0,1.613001111,2.394,104.1,1.25,1680.0,1878.1,0.448,19.3,5580.0,4.223,1.205
K01074.01,CONFIRMED,2,3.770551475,3.8077,12440.0,12.05,1302.0,679.75,0.053,100.8,6322.0,4.426,1.075
K01075.01,CANDIDATE,1,1.343767797,1.9405,4702.6,18.66,2654.0,11675.38,0.891,269.8,6324.0,3.8,2.312
K01151.05,CANDIDATE,1,21.7203362,4.252,87.8,0.8,594.0,29.45,0.311,12.0,5528.0,4.499,0.853
K00151.01,CANDIDATE,1,13.4471791,3.0454,1428.2,5.24,848.0,122.34,0.963,105.3,6276.0,4.405,1.041
K01152.01,FALSE POSITIVE,0,4.722254104,3.451,82670.0,14.45,557.0,22.67,0.506,314.1,3801.0,4.776,0.488
K01153.01,FALSE POSITIVE,0,0.635069939,2.07171,33117.3,57.77,2351.0,7193.72,1.25,578.6,6340.0,4.434,1.058
K01154.01,CANDIDATE,1,6.810823723,7.98574,14446.8,26.06,1626.0,1656.16,0.57,1441.9,7226.0,3.967,2.079
K01155.01,FALSE POSITIVE,0,0.933746515,6.6522,2936.6,25.54,1508.0,1222.25,1.262,549.5,5252.0,4.596,0.716
K01156.01,FALSE POSITIVE,0,1.872421727,1.5261,3018.9,5.65,1298.0,672.92,0.917,179.0,5337.0,4.486,0.825
K01240.01,CONFIRMED,2,2.1395563,2.0678,266.1,1.76,1425.0,974.3,0.368,48.9,5534.0,4.338,1.08
K00156.03,CONFIRMED,2,11.776132317,2.8971,1430.8,2.08,446.0,9.37,0.54,163.5,3980.0,4.722,0.54
K01240.02,CONFIRMED,2,4.807103254,0.9393,450.5,2.96,1088.0,330.84,0.94,32.9,5534.0,4.338,1.08
K01241.01,CONFIRMED,2,21.4054422,11.721,409.3,11.64,1087.0,330.0,0.943,60.9,4838.0,3.299,4.361
K01241.02,CONFIRMED,2,10.5007712,14.522,183.4,5.68,1378.0,852.28,0.034,45.3,4838.0,3.299,4.361
K01242.01,CANDIDATE,1,99.6442783,5.1772,3215.6,8.48,415.0,6.98,0.966,163.2,6102.0,4.447,1.016
K01243.01,FALSE POSITIVE,0,3.125814002,1.7895,238.8,1.88,1460.0,1073.04,0.506,32.0,6358.0,4.346,1.181
K00782.01,CONFIRMED,2,6.575315881,4.3084,2793.3,5.31,1015.0,251.38,0.39,221.1,5992.0,4.415,0.989
K00783.01,CONFIRMED,2,7.275040844,7.5377,3001.0,4.86,833.0,113.64,0.547,312.1,5485.0,4.556,0.867
K00784.01,CONFIRMED,2,19.27153892,2.7594,1219.8,1.93,393.0,5.66,0.031,37.1,4077.0,4.702,0.56
K00784.02,CONFIRMED,2,10.06524317,1.369,1053.3,1.91,488.0,13.43,0.628,30.3,4077.0,4.702,0.56
K00785.01,CONFIRMED,2,12.3935651,3.8896,916.6,2.66,677.0,49.68,0.883,35.8,5557.0,4.603,0.75
K00786.01,CONFIRMED,2,3.689920099,2.6557,426.7,1.89,1147.0,408.99,0.151,35.6,5880.0,4.518,0.917
K00787.01,CONFIRMED,2,4.431238488,3.15,1010.9,3.25,1104.0,351.23,0.405,71.1,5714.0,4.428,1.015
K00858.01,FALSE POSITIVE,0,13.61014819,2.594,5732.9,19.02,733.0,68.29,1.081,184.1,5697.0,4.46,0.903
K00859.01,FALSE POSITIVE,0,10.44331991,2.743,1159.8,2.66,667.0,46.94,0.23,51.7,4947.0,4.516,0.802
K00861.01,CONFIRMED,2,2.237489571,1.8119,315.8,1.41,1160.0,427.17,0.128,30.7,5265.0,4.58,0.81
K00862.01,FALSE POSITIVE,0,5.851520671,3.11058,33003.6,14.62,901.0,155.89,0.211,1630.4,5532.0,4.53,0.806
K00863.01,CONFIRMED,2,3.167893418,2.1814,781.2,2.62,1221.0,526.23,0.026,64.8,5895.0,4.503,0.94
K00864.01,CONFIRMED,2,4.311780262,2.7251,1154.0,3.11,1038.0,274.84,0.196,86.1,5527.0,4.484,0.927
K00864.02,CONFIRMED,2,20.0504494,4.556,840.9,2.69,622.0,35.44,0.383,37.8,5527.0,4.484,0.927
K00923.01,CONFIRMED,2,5.743469797,3.4412,1240.2,3.13,982.0,219.95,0.001,79.7,5897.0,4.531,0.891
K00924.01,CANDIDATE,1,39.4759093,2.968,1012.6,4.06,577.0,26.13,0.938,26.6,6225.0,4.45,1.031
K00925.01,FALSE POSITIVE,0,19.974485239,4.23479,40293.1,26.56,700.0,56.84,0.886,1398.8,6108.0,4.471,0.997
K00926.01,CONFIRMED,2,3.166353562,3.3129,1473.4,3.82,1273.0,621.92,0.032,128.3,6007.0,4.47,0.998
K00927.01,FALSE POSITIVE,0,23.899634407,3.81881,20953.1,44.04,652.0,42.8,1.245,547.8,6192.0,4.503,0.924
K00928.01,CANDIDATE,1,2.494170338,1.1221,863.7,2.42,1194.0,480.19,0.095,69.2,5569.0,4.566,0.829
K00998.01,FALSE POSITIVE,0,161.78832712,5.31,87750.0,36.14,375.0,4.68,0.267,704.5,6018.0,4.327,1.212
K00999.01,CONFIRMED,2,16.56806842,4.2647,1331.4,2.54,548.0,21.27,0.164,41.9,4987.0,4.602,0.716
K00999.02,CONFIRMED,2,47.3329299,2.708,931.5,2.18,386.0,5.25,0.43,14.0,4987.0,4.602,0.716
K01000.01,FALSE POSITIVE,0,0.856895349,1.3078,82.2,0.82,1881.0,2960.82,0.554,33.1,6021.0,4.537,0.873
K01001.01,CONFIRMED,2,40.8065333,13.135,313.9,3.71,772.0,83.75,0.016,54.8,6207.0,3.963,2.097
K01001.02,CONFIRMED,2,140.10765,18.503,266.8,3.42,511.0,16.17,0.019,29.0,6207.0,3.963,2.097
K01002.01,CONFIRMED,2,3.4815917,1.8069,135.2,1.17,1156.0,421.61,0.076,23.4,5405.0,4.374,1.022
K01076.01,FALSE POSITIVE,0,29.12436474,3.4209,6496.0,15.25,356.0,3.81,1.181,63.4,4457.0,4.767,0.481
K01077.01,FALSE POSITIVE,0,1.103971357,0.926,317.9,1.37,1471.0,1109.79,0.52,21.7,5409.0,4.609,0.746
K01078.01,CONFIRMED,2,3.353732008,1.4598,1264.7,1.65,615.0,33.76,0.051,47.8,3789.0,4.781,0.46
K01078.02,CONFIRMED,2,6.877446033,1.3692,1632.3,2.05,484.0,12.95,0.79,39.6,3789.0,4.781,0.46
K01078.03,CONFIRMED,2,28.46464804,2.6657,1629.8,1.87,301.0,1.95,0.035,28.9,3789.0,4.781,0.46
K01080.01,FALSE POSITIVE,0,1.096583368,2.1188,308.5,1.35,1474.0,1119.9,0.421,44.3,5222.0,4.528,0.763
K00145.01,CANDIDATE,1,102.9641952,15.735,1896.7,39.0,797.0,95.4,0.922,86.1,5047.0,3.066,7.119
K01157.01,FALSE POSITIVE,0,0.93374614,6.551,1717.5,149.71,3303.0,28084.15,1.27,365.7,5438.0,3.424,4.319
K01158.01,FALSE POSITIVE,0,6.47179275,6.788,402.5,2.08,1075.0,316.0,0.014,30.7,6341.0,4.446,1.033
K01159.01,CONFIRMED,2,64.617518,5.796,2486.6,5.4,383.0,5.09,0.9,61.9,5043.0,4.47,0.881
K01160.01,CONFIRMED,2,13.21409607,3.5641,1154.8,2.77,629.0,36.95,0.812,38.0,5333.0,4.62,0.728
K01161.01,CONFIRMED,2,6.05729966,3.7419,385.2,1.94,947.0,189.98,0.219,35.1,5334.0,4.372,1.004
K00152.01,CONFIRMED,2,52.09081627,8.6388,2894.1,7.14,592.0,29.07,0.065,243.5,6198.0,4.237,1.324
K01161.02,CONFIRMED,2,10.93725572,3.0822,421.6,2.41,777.0,86.28,0.866,24.6,5334.0,4.372,1.004
K01244.01,FALSE POSITIVE,0,10.80487163,2.7215,292.7,1.71,857.0,127.84,0.207,27.4,6092.0,4.471,0.998
K01245.01,CONFIRMED,2,13.71938426,5.5677,316.4,1.98,864.0,131.94,0.022,48.3,6387.0,4.41,1.105
K01246.01,CANDIDATE,1,19.03723442,3.3882,401.3,5.74,1051.0,288.04,0.033,25.3,5248.0,3.523,2.892
K01247.01,FALSE POSITIVE,0,2.73987398,4.15886,20632.2,34.83,2113.0,4705.3,0.703,1454.3,6520.0,3.844,2.26
K01248.01,FALSE POSITIVE,0,5.801880653,4.2608,41924.0,19.91,964.0,203.62,0.773,396.8,5845.0,4.541,0.874
K00157.01,CONFIRMED,2,13.02493307,4.5706,778.4,2.88,786.0,90.1,0.004,119.3,5657.0,4.364,1.046
K00787.02,CONFIRMED,2,11.37936986,2.6255,1023.5,3.95,806.0,99.68,0.911,37.9,5714.0,4.428,1.015
K00116.04,CONFIRMED,2,23.9800854,5.351,104.0,1.31,649.0,41.94,0.95,17.1,5854.0,4.406,1.012
K00787.03,CANDIDATE,1,0.589376952,1.71,80.7,0.93,2162.0,5161.1,0.491,11.4,5714.0,4.428,1.015
K00788.01,CONFIRMED,2,26.39432897,3.573,1510.9,3.07,489.0,13.49,0.602,48.2,5129.0,4.595,0.763
